gender,city,customer_segment,original_price,discount_pct,quantity,purchase_amount,purchase_hour,is_weekend,is_black_friday
Female,Seattle,New,71.12,25,1,53.34,23,0,0
Other,Dallas,Returning,214.23,5,2,407.04,15,1,0
Other,Atlanta,Returning,95.59,10,1,86.03,18,0,1
Other,Phoenix,Loyal,198.99,25,2,298.48,5,0,0
Female,New York,Returning,488.86,40,1,293.32,18,0,0
Other,Phoenix,Returning,204.1,30,1,142.87,2,1,0
Female,Los Angeles,Loyal,59.29,20,2,94.86,16,0,1
Male,Houston,New,83.96,30,1,58.77,22,0,0
Other,Atlanta,VIP,685.67,25,2,1028.5,14,0,0
Other,Atlanta,New,29.08,15,1,24.72,18,0,0
Other,Phoenix,Returning,1664.31,25,1,1248.23,21,1,0
Female,Houston,Returning,18.29,20,1,14.63,12,0,0
Female,Chicago,Loyal,162.01,60,1,64.8,17,0,0
Other,Atlanta,New,259.28,15,1,220.39,1,1,0
Male,New York,Loyal,930.38,30,2,1302.54,5,0,0
Female,San Francisco,VIP,158.96,35,1,103.32,0,0,0
Female,Houston,Loyal,244.59,30,1,171.21,18,0,0
Female,Phoenix,Returning,113.79,25,2,170.68,9,0,0
Other,Dallas,Loyal,261.54,15,1,222.31,9,0,0
Female,Los Angeles,New,61.87,30,1,43.31,3,0,0
Other,Atlanta,Loyal,931.27,15,1,791.58,16,1,0
Female,Seattle,Loyal,407.83,30,1,285.48,8,0,0
Other,Chicago,New,19.86,10,2,35.74,4,1,0
Male,Miami,Loyal,59.44,30,3,124.83,21,1,0
Other,Los Angeles,VIP,166.62,25,4,499.84,11,0,0
Female,Dallas,New,110.33,20,1,88.26,14,0,0
Other,San Francisco,Returning,43.09,50,3,64.62,1,0,0
Other,Dallas,Loyal,114.76,20,1,91.81,3,0,0
Other,Miami,VIP,64.9,30,2,90.86,20,0,0
Other,Chicago,New,2003.31,30,1,1402.32,17,1,0
Female,Dallas,VIP,1383.49,20,1,1106.79,20,0,0
Male,Atlanta,Loyal,78.59,15,2,133.6,11,0,0
Other,Houston,New,131.18,25,1,98.38,8,0,0
Male,New York,Returning,486.76,5,1,462.42,16,1,0
Other,New York,New,65.6,35,1,42.64,16,0,0
Female,Atlanta,New,137.03,30,1,95.92,14,0,0
Female,Chicago,Returning,47.29,25,1,35.47,11,1,0
Female,Chicago,New,625.62,35,2,813.3,1,0,0
Other,San Francisco,New,836.18,5,1,794.37,5,0,0
Female,Chicago,Returning,236.18,50,1,118.09,12,1,0
Female,San Francisco,New,1856.21,20,1,1484.97,19,0,0
Other,Dallas,Loyal,358.65,5,1,340.72,3,0,1
Female,Chicago,Returning,2230.94,35,1,1450.11,2,1,0
Female,New York,New,596.16,25,2,894.24,21,0,0
Other,Phoenix,Loyal,106.85,30,1,74.79,10,0,0
Other,Dallas,Returning,1048.4,35,1,681.46,15,0,0
Other,Los Angeles,VIP,730.01,25,1,547.51,9,0,0
Male,Houston,New,110.58,20,1,88.46,9,0,0
Other,Atlanta,Returning,98.79,25,5,370.45,15,0,0
Male,Atlanta,Returning,155.33,25,1,116.5,10,0,0
Male,Atlanta,Loyal,259.84,35,2,337.8,5,0,0
Female,Phoenix,New,136.67,20,1,109.34,7,0,0
Other,Houston,Loyal,50.33,10,1,45.3,9,0,0
Female,Miami,New,42.0,10,1,37.8,22,1,0
Female,Phoenix,New,257.28,30,1,180.1,4,1,0
Female,Phoenix,Loyal,48.26,15,1,41.02,1,0,0
Female,Atlanta,VIP,119.65,10,1,107.68,20,0,0
Female,Dallas,New,582.87,30,2,816.02,21,0,0
Other,Dallas,Returning,295.9,25,1,221.92,23,0,0
Other,Miami,New,336.53,60,2,269.22,2,0,0
Male,Los Angeles,Returning,541.38,10,1,487.24,8,0,0
Female,Houston,New,246.9,30,1,172.83,13,0,0
Male,New York,Returning,232.13,30,1,162.49,18,0,0
Female,Dallas,VIP,85.9,20,1,68.72,14,0,0
Male,Los Angeles,Loyal,105.18,20,1,84.14,23,0,0
Male,Houston,New,247.55,15,4,841.68,5,0,0
Female,Dallas,Returning,420.24,25,2,630.36,22,0,0
Male,Seattle,VIP,123.53,60,1,49.41,4,0,0
Male,Atlanta,Returning,122.43,10,1,110.19,9,0,0
Female,San Francisco,Loyal,1454.0,40,2,1744.8,1,1,0
Male,Seattle,New,41.72,40,1,25.03,3,0,1
Other,Atlanta,Returning,66.92,40,1,40.15,4,0,0
Female,Los Angeles,New,16.44,50,1,8.22,7,1,0
Male,Atlanta,VIP,47.72,15,1,40.56,14,0,1
Male,San Francisco,New,216.56,40,2,259.88,15,1,0
Female,Seattle,Returning,35.14,15,1,29.87,0,1,0
Female,Phoenix,New,2003.57,40,1,1202.14,22,0,0
Other,San Francisco,Returning,180.82,50,4,361.64,11,0,0
Male,Chicago,New,422.83,40,1,253.7,16,0,0
Female,Seattle,Returning,101.13,15,1,85.96,1,0,0
Male,Atlanta,Loyal,176.74,25,2,265.12,14,0,1
Other,San Francisco,Loyal,127.02,50,3,190.53,17,0,0
Female,Dallas,VIP,87.47,20,1,69.98,1,0,0
Female,Atlanta,Loyal,187.87,10,1,169.08,19,0,0
Male,Miami,New,78.81,30,1,55.17,6,0,0
Male,San Francisco,VIP,143.91,20,2,230.26,14,0,0
Male,Houston,Returning,114.63,20,2,183.4,0,1,0
Female,Los Angeles,Returning,109.48,10,1,98.53,7,0,0
Female,Atlanta,New,172.61,10,1,155.35,7,0,0
Other,New York,VIP,256.54,25,1,192.41,17,0,0
Male,Atlanta,New,51.56,25,1,38.67,6,0,0
Other,Houston,VIP,360.54,15,1,306.46,8,0,0
Male,Los Angeles,New,77.1,20,1,61.68,0,0,1
Male,Phoenix,VIP,59.31,10,1,53.38,20,0,0
Other,Chicago,New,32.26,30,3,67.74,0,0,0
Other,Phoenix,New,208.66,15,1,177.36,3,0,0
Female,Dallas,New,243.17,25,1,182.38,6,1,0
Female,Dallas,Returning,17.93,20,1,14.34,22,0,0
Male,New York,Returning,168.84,25,2,253.26,19,0,0
Other,San Francisco,Loyal,32.32,15,1,27.47,11,0,1
Other,San Francisco,Loyal,88.89,35,4,231.12,2,0,0
Other,Chicago,Loyal,341.23,5,1,324.17,1,1,0
Other,Atlanta,VIP,217.98,20,1,174.38,10,1,0
Male,Houston,Returning,291.52,25,1,218.64,17,0,0
Other,San Francisco,New,265.7,40,1,159.42,8,0,0
Male,Chicago,Returning,26.54,15,1,22.56,10,0,0
Female,Dallas,Loyal,157.95,50,2,157.94,9,0,0
Male,Dallas,Returning,1079.23,5,1,1025.27,4,0,0
Female,Seattle,Returning,11.47,25,2,17.2,8,0,0
Male,New York,Returning,242.26,20,2,387.62,22,1,0
Other,Houston,New,267.51,5,1,254.13,12,0,0
Male,Chicago,Returning,207.87,40,1,124.72,7,0,0
Other,Los Angeles,New,287.88,10,1,259.09,20,0,1
Female,Miami,Returning,223.06,20,4,713.8,18,1,0
Male,Los Angeles,Returning,25.72,35,2,33.44,6,0,0
Male,Seattle,Returning,208.43,40,3,375.18,11,0,1
Female,Chicago,New,2155.37,25,1,1616.53,21,1,0
Female,New York,Returning,33.02,25,1,24.76,22,0,0
Female,Chicago,New,81.52,35,1,52.99,14,0,0
Other,Miami,New,118.4,15,1,100.64,20,0,0
Male,Los Angeles,Loyal,2162.5,30,1,1513.75,12,1,0
Female,Atlanta,New,118.54,60,1,47.42,17,0,0
Other,Miami,Loyal,245.68,35,1,159.69,1,0,0
Other,San Francisco,Loyal,181.72,25,1,136.29,0,0,0
Female,New York,Returning,49.12,30,1,34.38,22,0,1
Female,Atlanta,Returning,38.78,35,1,25.21,16,0,0
Male,Chicago,New,353.83,40,1,212.3,16,0,0
Female,Los Angeles,Returning,146.12,30,1,102.28,9,1,0
Female,Seattle,Returning,76.78,30,1,53.75,9,0,0
Male,Seattle,New,190.26,35,1,123.67,8,0,0
Female,Houston,New,305.32,35,1,198.46,11,1,0
Male,Chicago,New,1756.79,40,1,1054.07,23,0,0
Other,Chicago,Returning,987.78,20,1,790.22,20,1,0
Male,Phoenix,Loyal,118.1,25,1,88.57,23,0,0
Female,Los Angeles,Loyal,298.44,40,1,179.06,5,0,0
Male,Chicago,Returning,664.77,40,2,797.72,13,1,0
Male,Dallas,Loyal,693.7,25,1,520.28,4,0,0
Other,Houston,Returning,218.76,60,1,87.5,9,0,0
Male,Phoenix,New,164.31,20,1,131.45,17,1,0
Female,Seattle,Loyal,32.11,10,2,57.8,22,0,0
Male,San Francisco,Returning,79.66,25,2,119.48,21,0,0
Male,Seattle,New,36.68,35,1,23.84,12,0,0
Other,Los Angeles,New,460.0,35,2,598.0,12,0,0
Male,Miami,Returning,247.49,20,2,395.98,22,0,0
Male,Phoenix,Returning,58.89,20,1,47.11,6,0,0
Female,New York,Returning,157.79,30,1,110.45,3,0,0
Other,Dallas,New,112.33,10,1,101.1,9,0,0
Female,Miami,VIP,532.92,50,1,266.46,11,0,0
Female,Phoenix,Returning,236.19,15,1,200.76,2,1,0
Male,Atlanta,VIP,80.96,60,1,32.38,19,0,0
Female,Phoenix,New,215.49,15,1,183.17,8,0,0
Female,Seattle,Loyal,288.77,35,2,375.4,14,0,0
Male,San Francisco,VIP,127.47,15,1,108.35,18,0,0
Male,Phoenix,Returning,53.12,50,2,53.12,16,1,0
Male,Seattle,New,31.45,5,1,29.88,14,0,0
Female,New York,Loyal,1228.97,40,1,737.38,5,0,0
Male,San Francisco,VIP,119.2,50,1,59.6,10,0,1
Male,San Francisco,Returning,20.08,20,1,16.06,14,1,0
Other,Chicago,Returning,560.38,20,4,1793.2,0,0,1
Female,Phoenix,Loyal,212.13,30,1,148.49,16,0,1
Other,Houston,Returning,1160.58,35,3,2263.14,3,0,0
Female,Houston,Returning,204.58,40,1,122.75,23,0,0
Male,Houston,Returning,453.44,25,1,340.08,18,0,0
Male,Houston,Loyal,19.31,30,2,27.04,1,1,0
Male,Phoenix,Returning,201.6,15,1,171.36,3,1,0
Other,Dallas,New,259.38,30,2,363.14,19,0,0
Female,Dallas,New,55.86,35,1,36.31,1,0,0
Female,Dallas,New,123.96,35,1,80.57,15,1,0
Male,San Francisco,VIP,757.23,25,2,1135.84,4,0,0
Other,Chicago,Loyal,91.93,40,1,55.16,1,1,0
Male,Seattle,New,227.44,25,1,170.58,1,0,0
Male,Miami,Returning,93.93,30,3,197.25,18,0,0
Female,Seattle,Returning,85.12,30,2,119.16,7,0,0
Male,Chicago,Returning,36.12,40,1,21.67,9,1,0
Male,Chicago,Returning,427.66,5,2,812.56,7,1,0
Male,Miami,New,816.26,25,2,1224.38,5,0,0
Female,Chicago,Returning,196.38,30,1,137.47,10,0,0
Female,Miami,Loyal,213.45,10,1,192.1,4,0,0
Other,New York,New,1782.25,35,1,1158.46,3,1,0
Other,Houston,New,275.57,25,1,206.68,6,0,1
Female,Los Angeles,Loyal,424.23,40,1,254.54,17,0,1
Female,Seattle,Loyal,391.92,15,1,333.13,18,0,0
Female,Seattle,Returning,78.02,25,3,175.56,0,0,0
Female,Dallas,New,260.86,15,1,221.73,22,1,0
Male,Miami,VIP,338.35,15,3,862.8,14,0,0
Other,Atlanta,Returning,1474.72,40,2,1769.66,19,0,0
Female,Dallas,Loyal,245.74,5,2,466.9,23,0,1
Female,Dallas,Loyal,509.81,20,1,407.85,20,0,0
Female,Atlanta,VIP,356.24,20,4,1139.96,19,0,0
Other,Atlanta,Returning,86.51,30,1,60.56,10,0,0
Female,Seattle,VIP,100.48,30,1,70.34,15,1,0
Female,New York,New,263.21,5,1,250.05,16,1,0
Female,Seattle,Loyal,806.72,30,1,564.7,6,1,0
Other,Dallas,Returning,240.9,40,1,144.54,5,1,0
Male,San Francisco,New,136.26,15,1,115.82,22,1,0
Other,Phoenix,New,129.18,25,1,96.88,3,0,0
Other,Phoenix,New,52.86,40,1,31.72,1,0,0
Male,Miami,New,810.42,35,1,526.77,8,0,0
Other,San Francisco,New,68.4,40,1,41.04,10,0,0
Female,Seattle,Returning,235.5,50,1,117.75,15,0,0
Male,Houston,New,147.19,35,1,95.67,1,0,0
Male,Dallas,VIP,43.65,15,1,37.1,21,0,0
Female,Atlanta,New,56.46,15,1,47.99,19,0,1
Male,Houston,Returning,197.23,20,1,157.78,22,1,0
Male,Phoenix,Returning,149.01,10,1,134.11,18,1,0
Other,Miami,New,207.52,5,1,197.14,15,0,1
Female,Chicago,Loyal,86.34,5,1,82.02,8,0,0
Male,New York,Returning,521.57,10,1,469.41,14,0,0
Male,Phoenix,Returning,375.28,25,1,281.46,17,0,0
Male,Phoenix,Returning,352.14,20,2,563.42,1,0,0
Male,Los Angeles,Loyal,139.24,5,2,264.56,10,0,0
Male,Phoenix,Returning,398.4,35,1,258.96,1,1,0
Other,Seattle,New,299.31,40,1,179.59,8,0,1
Other,Chicago,Returning,318.01,15,1,270.31,19,0,0
Other,Miami,Returning,55.81,30,1,39.07,10,0,0
Other,Seattle,Returning,156.25,40,1,93.75,9,0,0
Male,Chicago,Returning,52.14,35,1,33.89,0,0,0
Other,Atlanta,VIP,450.42,15,1,382.86,23,0,0
Male,Los Angeles,Loyal,387.49,20,1,309.99,22,0,0
Female,Dallas,Returning,207.99,30,1,145.59,7,1,0
Other,Miami,New,62.09,15,1,52.78,18,0,0
Other,New York,Loyal,223.95,20,1,179.16,13,1,0
Other,Los Angeles,Returning,168.93,5,2,320.96,14,0,1
Male,Dallas,Loyal,185.22,5,1,175.96,16,0,0
Male,San Francisco,New,328.67,30,1,230.07,21,0,0
Male,Atlanta,VIP,114.98,15,1,97.73,5,0,0
Other,Houston,Returning,182.49,25,1,136.87,23,0,0
Female,Houston,Loyal,76.09,25,1,57.07,5,0,0
Male,Houston,VIP,159.32,15,1,135.42,2,0,0
Male,Houston,Returning,227.94,40,1,136.76,5,1,0
Other,Dallas,Loyal,139.82,35,1,90.88,12,0,0
Other,San Francisco,Returning,325.93,40,5,977.8,15,0,0
Male,Phoenix,Loyal,206.66,40,1,124.0,12,0,0
Female,New York,Returning,116.48,50,1,58.24,13,1,0
Male,Houston,Loyal,167.95,25,3,377.88,10,0,0
Male,Los Angeles,Returning,165.36,40,2,198.44,13,1,0
Female,Phoenix,Loyal,1342.91,30,1,940.04,4,1,0
Female,Seattle,New,340.59,25,1,255.44,22,1,0
Male,Seattle,Returning,753.18,30,3,1581.69,7,0,0
Female,Chicago,New,173.09,60,1,69.24,20,0,0
Other,Houston,New,32.82,50,1,16.41,20,0,0
Female,Chicago,New,143.93,40,1,86.36,20,0,1
Male,Dallas,VIP,288.98,5,5,1372.65,11,0,1
Female,San Francisco,New,34.31,50,1,17.16,16,0,0
Other,Dallas,New,67.63,30,2,94.68,3,0,1
Male,New York,VIP,154.11,60,4,246.56,21,0,0
Other,Los Angeles,Loyal,169.08,20,1,135.26,13,0,1
Female,Houston,Loyal,176.77,35,1,114.9,9,0,0
Female,San Francisco,Returning,72.84,50,2,72.84,23,0,1
Female,Houston,VIP,68.8,5,1,65.36,11,0,1
Other,Seattle,Loyal,151.24,60,1,60.5,14,0,1
Male,Los Angeles,VIP,44.91,25,1,33.68,15,0,1
Male,Phoenix,Loyal,215.79,30,2,302.1,8,1,0
Other,San Francisco,New,185.18,30,2,259.26,8,0,1
Female,Atlanta,New,18.18,40,1,10.91,0,0,1
Male,Chicago,New,6.67,5,1,6.34,22,0,0
Other,Seattle,Returning,145.97,20,1,116.78,17,1,0
Female,Houston,New,37.66,15,1,32.01,16,0,0
Other,Los Angeles,Returning,36.16,10,1,32.54,13,0,1
Other,Los Angeles,Returning,425.82,30,2,596.14,1,0,0
Male,Seattle,New,56.29,30,1,39.4,1,0,0
Female,Dallas,Loyal,69.06,20,1,55.25,18,0,0
Other,Houston,Returning,87.75,25,1,65.81,4,0,0
Female,New York,Returning,25.48,25,1,19.11,7,1,0
Male,Dallas,Returning,42.37,30,3,88.98,7,1,0
Male,San Francisco,Returning,318.64,40,2,382.36,15,0,0
Male,Seattle,Returning,219.5,35,1,142.68,8,0,0
Other,Dallas,Loyal,128.11,10,3,345.9,18,0,1
Female,Houston,Loyal,369.52,20,1,295.62,17,0,0
Male,Houston,Returning,1405.49,50,1,702.74,19,0,0
Female,Seattle,New,49.51,40,1,29.71,17,0,0
Male,Atlanta,New,1086.52,15,1,923.54,13,0,0
Male,Chicago,New,325.09,5,1,308.84,12,0,0
Male,San Francisco,VIP,73.56,25,1,55.17,13,0,0
Other,Seattle,Returning,43.18,35,2,56.14,4,1,0
Other,San Francisco,Loyal,372.04,20,2,595.26,10,0,0
Female,Houston,Returning,42.11,50,1,21.06,16,0,0
Male,Atlanta,New,213.27,35,1,138.63,13,0,0
Other,San Francisco,Returning,631.33,15,1,536.63,13,0,0
Other,Atlanta,New,2019.06,40,1,1211.44,8,0,0
Female,Phoenix,New,415.67,35,1,270.19,13,0,0
Female,New York,Returning,230.96,40,1,138.58,7,1,0
Male,Atlanta,Loyal,119.8,50,1,59.9,15,0,0
Male,Chicago,Returning,274.48,30,2,384.28,18,0,0
Other,New York,New,42.2,10,2,75.96,16,0,1
Male,New York,Loyal,81.57,50,1,40.78,9,0,0
Male,Houston,New,110.4,25,1,82.8,13,1,0
Other,Miami,New,289.91,15,1,246.42,17,0,0
Male,Miami,Returning,779.11,15,1,662.24,2,0,1
Male,Seattle,New,65.13,10,1,58.62,6,0,0
Male,Phoenix,VIP,26.78,5,1,25.44,13,0,0
Female,Miami,Returning,1160.72,20,1,928.58,10,0,1
Female,San Francisco,Loyal,523.97,10,1,471.57,22,0,1
Male,Los Angeles,New,137.03,20,1,109.62,7,1,0
Male,New York,New,82.17,10,2,147.9,22,0,0
Other,Chicago,New,79.13,40,2,94.96,14,0,0
Male,Atlanta,VIP,108.5,25,2,162.76,4,1,0
Other,Seattle,VIP,215.46,5,2,409.38,19,0,0
Male,Houston,New,33.37,20,5,133.5,7,1,0
Male,Miami,New,213.3,35,1,138.65,2,0,0
Female,Seattle,Returning,188.02,5,2,357.24,3,0,0
Male,Dallas,VIP,83.76,25,1,62.82,8,0,0
Male,New York,Loyal,392.63,40,1,235.58,2,0,0
Male,San Francisco,New,272.02,30,3,571.23,11,0,0
Male,Atlanta,Loyal,155.09,15,1,131.83,20,1,0
Other,Chicago,Returning,1293.72,50,1,646.86,8,0,0
Other,San Francisco,Returning,244.3,5,1,232.08,20,0,0
Male,Atlanta,New,382.56,25,1,286.92,8,0,0
Other,Dallas,New,164.82,30,1,115.37,23,0,0
Male,Houston,Returning,253.91,20,1,203.13,19,0,0
Other,Phoenix,Loyal,119.01,25,1,89.26,9,0,0
Male,Phoenix,New,280.7,40,1,168.42,6,0,0
Other,San Francisco,Loyal,30.98,20,3,74.34,10,0,0
Male,New York,Returning,605.68,30,1,423.98,18,1,0
Male,Chicago,New,45.39,30,2,63.54,1,1,0
Female,Dallas,Loyal,76.49,30,1,53.54,11,1,0
Male,Houston,Loyal,89.44,50,1,44.72,0,0,0
Other,Atlanta,Loyal,90.08,35,1,58.55,1,0,0
Male,Atlanta,Loyal,194.83,35,1,126.64,17,0,1
Other,Phoenix,VIP,100.45,10,1,90.4,3,1,0
Male,Miami,New,22.46,30,1,15.72,5,1,0
Other,Houston,New,564.62,60,1,225.85,15,0,0
Other,Houston,VIP,74.33,50,1,37.16,10,0,0
Female,Houston,Loyal,552.88,35,1,359.37,19,0,0
Female,Seattle,Returning,1002.1,35,1,651.36,13,0,0
Other,Houston,New,260.48,25,1,195.36,11,0,0
Other,Los Angeles,Loyal,324.52,25,1,243.39,3,0,0
Other,New York,New,438.48,50,1,219.24,10,1,0
Other,Los Angeles,VIP,71.58,20,2,114.52,11,1,0
Other,Houston,Loyal,92.32,20,4,295.44,12,0,0
Male,Dallas,Loyal,159.78,25,1,119.84,21,0,1
Female,Los Angeles,Returning,110.17,25,3,247.89,11,0,1
Male,Phoenix,Returning,84.57,5,3,241.02,18,0,0
Other,Dallas,New,1455.57,20,1,1164.46,1,0,0
Female,Phoenix,Returning,423.51,15,2,719.96,10,0,0
Other,San Francisco,Returning,261.75,10,1,235.58,1,1,0
Male,Seattle,New,745.24,15,1,633.45,16,0,0
Other,Seattle,Returning,288.27,15,1,245.03,7,1,0
Male,New York,New,37.46,15,1,31.84,22,0,0
Female,Los Angeles,Loyal,160.09,10,1,144.08,2,1,0
Male,San Francisco,Returning,837.16,5,2,1590.6,8,1,0
Female,Phoenix,New,60.84,20,2,97.34,17,0,0
Male,Houston,Returning,2147.34,35,1,1395.77,2,0,0
Male,Atlanta,Returning,100.8,30,1,70.56,13,0,0
Other,Los Angeles,Returning,102.42,10,2,184.36,20,0,1
Male,Houston,Returning,254.95,20,4,815.84,5,0,1
Other,Atlanta,New,210.12,15,1,178.6,23,0,1
Other,Phoenix,Returning,906.41,15,1,770.45,14,1,0
Male,Dallas,VIP,248.2,30,1,173.74,11,0,1
Female,Chicago,New,453.98,25,2,680.96,10,0,0
Female,Los Angeles,New,903.3,25,1,677.47,0,0,0
Female,Chicago,Loyal,183.88,35,1,119.52,9,0,0
Female,Miami,Returning,248.61,20,1,198.89,12,0,0
Female,San Francisco,VIP,113.62,20,1,90.9,5,1,0
Male,Atlanta,Returning,147.5,35,2,191.76,6,1,0
Other,Dallas,Returning,145.04,5,1,137.79,7,0,0
Male,Chicago,Returning,472.47,15,1,401.6,8,0,0
Male,Dallas,New,70.19,15,1,59.66,18,0,0
Other,Chicago,New,89.15,50,1,44.58,9,0,0
Male,Los Angeles,Returning,696.76,25,1,522.57,17,0,0
Other,Houston,VIP,138.8,40,1,83.28,13,0,0
Female,San Francisco,VIP,37.1,40,1,22.26,12,0,0
Female,Phoenix,VIP,160.46,20,1,128.37,4,0,0
Female,Dallas,Loyal,300.15,10,4,1080.56,6,0,1
Other,Los Angeles,New,259.64,30,2,363.5,2,0,0
Other,Miami,Returning,277.77,35,1,180.55,1,0,0
Male,Chicago,Returning,476.14,15,1,404.72,13,1,0
Other,Los Angeles,Loyal,41.64,20,1,33.31,18,0,0
Male,San Francisco,VIP,130.36,25,1,97.77,20,0,0
Male,New York,New,243.72,20,1,194.98,3,0,0
Female,Los Angeles,Returning,788.03,35,1,512.22,10,0,0
Female,Miami,New,315.61,30,2,441.86,5,1,0
Male,Miami,Returning,33.05,60,1,13.22,4,0,0
Male,Chicago,Loyal,44.24,15,1,37.6,22,0,0
Other,Phoenix,Loyal,175.45,40,1,105.27,4,0,0
Female,New York,Loyal,178.61,50,2,178.6,14,0,1
Other,Dallas,Loyal,720.57,50,1,360.28,20,0,0
Male,Los Angeles,Loyal,182.07,35,2,236.7,21,0,0
Male,Houston,New,573.14,30,1,401.2,22,0,0
Other,Houston,New,45.13,5,1,42.87,2,1,0
Other,New York,Loyal,529.61,50,2,529.6,11,0,0
Male,Houston,New,81.99,25,1,61.49,9,0,0
Other,Los Angeles,Loyal,59.96,25,1,44.97,5,0,0
Male,Phoenix,Loyal,289.24,20,4,925.56,11,0,0
Other,Seattle,New,144.1,25,1,108.07,23,0,0
Female,Seattle,Loyal,40.67,20,1,32.54,0,0,0
Female,Seattle,Loyal,2132.6,30,1,1492.82,12,0,0
Other,Los Angeles,Loyal,193.22,25,1,144.92,14,0,0
Male,Chicago,Loyal,94.55,15,1,80.37,13,0,0
Female,Los Angeles,Returning,599.15,30,1,419.4,9,0,0
Male,Seattle,Loyal,68.15,20,1,54.52,9,1,0
Male,San Francisco,New,79.7,20,1,63.76,6,1,0
Female,Chicago,Returning,476.05,20,1,380.84,23,1,0
Other,Miami,Returning,54.06,10,3,145.95,1,0,0
Male,Chicago,New,738.43,15,1,627.67,12,0,0
Male,Seattle,Loyal,175.28,35,1,113.93,3,1,0
Female,Dallas,Returning,63.51,30,1,44.46,18,0,0
Female,Seattle,Returning,169.4,5,1,160.93,21,0,0
Other,New York,New,37.37,20,1,29.9,1,0,0
Other,Los Angeles,Loyal,2405.51,30,1,1683.86,13,0,0
Male,Los Angeles,Returning,69.13,15,1,58.76,2,0,0
Male,Dallas,New,193.55,20,1,154.84,4,1,0
Female,Houston,New,611.83,25,1,458.87,18,0,0
Female,Los Angeles,Loyal,528.85,20,1,423.08,1,1,0
Male,Atlanta,New,298.34,15,1,253.59,23,0,1
Male,Atlanta,Loyal,757.46,25,1,568.1,13,0,1
Other,Miami,New,275.87,15,1,234.49,8,1,0
Male,Chicago,Returning,22.19,10,1,19.97,17,0,0
Female,Los Angeles,Loyal,75.27,30,1,52.69,22,0,0
Female,Phoenix,New,1146.6,25,1,859.95,9,0,0
Female,San Francisco,New,110.53,35,1,71.84,11,0,0
Male,San Francisco,Loyal,161.7,40,1,97.02,7,1,0
Female,Phoenix,Returning,52.26,50,1,26.13,9,0,0
Other,Chicago,Returning,18.63,40,3,33.54,12,0,1
Other,Los Angeles,Returning,2173.62,40,1,1304.17,6,0,0
Female,New York,Returning,79.12,20,2,126.6,16,0,0
Male,Houston,New,1099.45,20,2,1759.12,4,0,0
Other,Chicago,Returning,128.56,20,3,308.55,18,0,1
Other,San Francisco,Returning,226.68,35,1,147.34,17,1,0
Male,Seattle,Returning,1975.95,35,4,5137.48,23,0,0
Male,Atlanta,VIP,99.35,25,1,74.51,18,0,0
Male,Atlanta,New,1997.04,10,1,1797.34,21,0,0
Male,New York,New,201.62,15,1,171.38,19,0,0
Male,Chicago,Returning,79.98,40,1,47.99,17,0,0
Other,Phoenix,Returning,34.81,5,1,33.07,0,1,0
Other,San Francisco,Returning,100.22,30,1,70.15,5,1,0
Male,Dallas,New,189.03,10,1,170.13,0,1,0
Other,Chicago,Returning,84.21,15,1,71.58,18,1,0
Male,Miami,Returning,129.48,35,3,252.48,23,0,0
Other,Phoenix,Returning,98.64,25,1,73.98,11,1,0
Male,Chicago,VIP,172.16,20,2,275.46,22,1,0
Other,Los Angeles,Loyal,113.94,35,1,74.06,21,0,0
Male,Houston,VIP,203.91,25,1,152.93,0,0,0
Female,Chicago,Returning,44.34,35,1,28.82,16,0,0
Male,Houston,Returning,331.82,15,1,282.05,8,0,0
Female,Miami,Returning,350.73,35,1,227.97,0,0,0
Male,Dallas,New,155.32,40,3,279.57,3,1,0
Other,Seattle,New,177.47,15,1,150.85,14,0,0
Male,Dallas,New,195.63,35,2,254.32,16,0,0
Other,Miami,New,93.6,15,1,79.56,1,1,0
Other,Miami,Returning,159.68,25,1,119.76,17,0,0
Female,Houston,Loyal,104.78,30,1,73.35,22,0,1
Other,Los Angeles,Returning,288.71,15,2,490.8,10,0,1
Other,New York,Returning,307.12,20,1,245.7,20,0,0
Other,New York,New,702.31,5,1,667.19,5,1,0
Female,New York,VIP,213.83,30,1,149.68,3,0,0
Female,Seattle,VIP,37.08,10,1,33.37,3,0,0
Female,New York,Returning,707.94,30,1,495.56,8,0,0
Female,Seattle,VIP,131.25,30,2,183.76,19,1,0
Female,Phoenix,Loyal,133.46,20,1,106.77,5,1,0
Other,Seattle,Loyal,196.36,20,1,157.09,18,0,0
Male,New York,Loyal,73.21,10,1,65.89,3,0,0
Female,New York,Returning,82.85,40,2,99.42,19,0,0
Other,Houston,Returning,986.45,40,4,2367.48,5,0,0
Other,Chicago,Returning,277.69,35,1,180.5,13,1,0
Male,Atlanta,Returning,143.42,30,1,100.39,10,1,0
Other,Miami,Returning,97.62,35,2,126.9,17,0,1
Female,Dallas,New,249.15,35,1,161.95,20,1,0
Female,Phoenix,Returning,315.19,35,1,204.87,20,0,0
Female,Phoenix,New,1759.69,30,1,1231.78,4,0,0
Other,Miami,Loyal,87.13,20,1,69.7,20,0,1
Other,Miami,New,124.19,15,1,105.56,10,1,0
Female,Dallas,New,242.68,30,2,339.76,11,0,0
Other,Miami,Loyal,128.63,25,3,289.41,0,1,0
Female,Miami,Returning,154.81,40,3,278.67,18,1,0
Other,Chicago,New,364.02,10,1,327.62,18,1,0
